,Site.Name,Site.Score,State,City,County,Status,Latitude,Longitude,Proposed.Date,Listing.Date,Construction.Completion.Date,NOID.Date,Deletion.Date
3497,"Hercules, Inc. (Gibbstown Plant)",40.36,New Jersey,Gibbstown,Gloucester,NPL Site,39.838889,-75.277781,12/30/82,9/8/83,,,
3498,"Imperial Oil Co., Inc./Champion Chemicals",33.87,New Jersey,Morganville,Monmouth,NPL Site,40.383889,-74.245831,12/30/82,9/8/83,,,
3499,Jackson Township Landfill,38.11,New Jersey,Jackson Township,Ocean,Deleted NPL Site,40.063331,-74.348611,12/30/82,9/8/83,9/27/94,4/26/95,9/13/95
3500,JIS Landfill,45.14,New Jersey,"Jamesburg, South Brunswick Township",Middlesex,NPL Site,40.365831,-74.465281,12/30/82,9/8/83,9/29/09,,
3501,Kin-Buc Landfill,50.64,New Jersey,Edison Township,Middlesex,NPL Site,40.4891,-74.3785,12/30/82,9/8/83,9/28/01,,
3502,King of Prussia,47.19,New Jersey,Winslow Township,Camden,NPL Site,39.62695,-74.889439,12/30/82,9/8/83,9/29/95,,
3503,Helen Kramer Landfill,72.66,New Jersey,Mantua Township,Gloucester,NPL Site,39.7801,-75.2003,12/30/82,9/8/83,6/30/93,,
3504,Krysowaty Farm,55.14,New Jersey,Hillsborough,Somerset,Deleted NPL Site,40.500281,-74.78,12/30/82,9/8/83,2/22/89,10/19/88,2/22/89
3505,Lang Property,48.89,New Jersey,Pemberton Township,Burlington,NPL Site,39.929161,-74.49445,12/30/82,9/8/83,9/13/95,,
3506,Lipari Landfill,75.6,New Jersey,Pitman,Gloucester,NPL Site,39.720281,-75.141939,12/30/82,9/8/83,9/26/18,,
3507,Lone Pine Landfill,66.33,New Jersey,Freehold Township,Monmouth,NPL Site,40.202781,-74.333339,12/30/82,9/8/83,9/22/94,,
3508,M&T Delisa Landfill,32.27,New Jersey,Asbury Park,Monmouth,Deleted NPL Site,40.229169,-74.045281,12/30/82,9/8/83,9/20/90,12/18/90,3/21/91
3509,Mannheim Avenue Dump,36.56,New Jersey,Galloway Township,Atlantic,Deleted NPL Site,39.538889,-74.533331,12/30/82,9/8/83,9/22/94,6/28/07,8/27/07
3510,Maywood Chemical Co.,51.19,New Jersey,"Maywood, Rochelle Park",Bergen,NPL Site,40.8964,-74.0693,12/30/82,9/8/83,,,
3511,Metaltec/Aerosystems,48.95,New Jersey,Franklin Borough,Sussex,NPL Site,41.109719,-74.599719,12/30/82,9/8/83,6/18/09,,
3512,Monroe Township Landfill,42.37,New Jersey,Monroe Township,Middlesex,Deleted NPL Site,40.361669,-74.401389,12/30/82,9/8/83,4/23/93,12/2/93,2/3/94
3513,Montgomery Township Housing Development,37.93,New Jersey,Montgomery Township,Somerset,NPL Site,40.408331,-74.644169,12/30/82,9/8/83,8/24/05,,
3514,Myers Property,33.83,New Jersey,Franklin Township,Hunterdon,NPL Site,40.595,-74.9404,12/30/82,9/8/83,9/28/05,,
3515,NL Industries,52.96,New Jersey,Pedricktown,Salem,NPL Site,39.758061,-75.424719,12/30/82,9/8/83,,,
3516,Pepe Field,33.83,New Jersey,Boonton,Morris,Deleted NPL Site,40.912219,-74.411939,12/30/82,9/8/83,9/6/00,5/6/03,7/11/03
3517,Pijak Farm,43.48,New Jersey,Plumstead Township,Ocean,Deleted NPL Site,40.07555,-74.499439,12/30/82,9/8/83,2/28/96,10/25/96,3/3/97
3518,PJP Landfill,28.73,New Jersey,Jersey City,Hudson,NPL Site,40.734719,-74.085561,12/30/82,9/8/83,,,
3519,Price Landfill,0,New Jersey,Pleasantville,Atlantic,NPL Site,39.415281,-74.52695,12/30/82,9/8/83,,,
3520,Reich Farms,53.48,New Jersey,Pleasant Plains,Ocean,NPL Site,40.0106,-74.2149,12/30/82,9/8/83,9/22/98,,
3521,"Renora, Inc.",40.44,New Jersey,Edison Township,Middlesex,Deleted NPL Site,40.519628,-74.358889,12/30/82,9/8/83,9/30/96,1/19/00,3/20/00
3522,Rockaway Borough Well Field,42.34,New Jersey,Rockaway Township,Morris,NPL Site,40.905831,-74.515561,12/30/82,9/8/83,4/13/15,,
3523,Rockaway Township Wells,28.9,New Jersey,Rockaway Township,Morris,NPL Site,40.913331,-74.499169,12/30/82,9/8/83,9/21/05,,
3524,Rocky Hill Municipal Well,37.93,New Jersey,Rocky Hill Borough,Somerset,NPL Site,40.401669,-74.6475,12/30/82,9/8/83,8/24/05,,
3525,Roebling Steel Co.,41.02,New Jersey,Florence,Burlington,NPL Site,40.120831,-74.770839,12/30/82,9/8/83,,,
3526,Sayreville Landfill,37.05,New Jersey,Sayreville,Middlesex,Deleted NPL Site,40.445561,-74.358331,12/30/82,9/8/83,9/28/98,8/15/11,9/29/11
3527,Scientific Chemical Processing,55.97,New Jersey,Carlstadt,Bergen,NPL Site,40.82454,-74.074329,12/30/82,9/8/83,,,
3528,Sharkey Landfill,48.85,New Jersey,"Parsippany, Troy Hills",Morris,NPL Site,40.8501,-74.3454,12/30/82,9/8/83,3/9/04,,
3529,South Brunswick Landfill,53.42,New Jersey,South Brunswick,Middlesex,Deleted NPL Site,40.402781,-74.56805,12/30/82,9/8/83,10/21/93,11/6/97,2/27/98
3530,Spence Farm,45.87,New Jersey,Plumstead Township,Ocean,Deleted NPL Site,40.0789,-74.5061,12/30/82,9/8/83,2/28/96,10/25/96,3/3/97
3531,Swope Oil & Chemical Co.,35.68,New Jersey,Pennsauken Township,Camden,NPL Site,39.9886,-75.0347,12/30/82,9/8/83,9/4/15,,
3532,Syncon Resins,43.43,New Jersey,South Kearny,Hudson,NPL Site,40.737781,-74.114719,12/30/82,9/8/83,9/26/19,,
3533,Ciba-Geigy Corp.,50.33,New Jersey,Toms River,Ocean,NPL Site,39.9867,-74.2363,12/30/82,9/8/83,9/26/12,,
3534,Universal Oil Products (Chemical Division),54.63,New Jersey,East Rutherford,Bergen,NPL Site,40.83,-74.088889,12/30/82,9/8/83,,,
3535,U.S. Radium Corp.,37.79,New Jersey,Orange,Essex,NPL Site,40.781389,-74.228611,12/30/82,9/8/83,9/28/06,,
3536,Vineland State School,40.84,New Jersey,Vineland,Cumberland,Deleted NPL Site,39.486111,-74.991669,12/30/82,9/8/83,9/2/92,7/15/96,5/7/98
3537,Williams Property,40.45,New Jersey,Swainton,Cape May,NPL Site,39.1173,-74.8004,12/30/82,9/8/83,9/15/95,,
3538,Woodland Route 72 Dump,31.17,New Jersey,Woodland Township,Burlington,NPL Site,39.821669,-74.447781,9/8/83,9/21/84,8/13/04,,
3539,"Chemical Leaman Tank Lines, Inc.",47.53,New Jersey,Bridgeport,Gloucester,NPL Site,39.798331,-75.332781,9/8/83,9/21/84,9/9/19,,
3540,Delilah Road,49.33,New Jersey,Egg Harbor Township,Atlantic,Deleted NPL Site,39.416669,-74.545831,9/8/83,9/21/84,8/29/02,8/11/09,10/13/09
3541,De Rewal Chemical Co.,35.72,New Jersey,Kingwood Township,Hunterdon,NPL Site,40.5162,-75.0614,9/8/83,9/21/84,9/16/03,,
3542,Diamond Alkali Co.,35.4,New Jersey,Newark,Essex,NPL Site,40.739719,-74.136111,9/8/83,9/21/84,,,
3543,Ewan Property,50.19,New Jersey,Shamong Township,Burlington,NPL Site,39.802781,-74.719439,9/8/83,9/21/84,9/27/99,,
3544,Elmendorf Air Force Base,45.91,Alaska,Greater Anchorage Borough,Anchorage,NPL Site,61.254169,-149.7917,7/14/89,8/30/90,,,
3545,Standard Steel & Metal Salvage Yard (USDOT),46.25,Alaska,Anchorage,Anchorage,Deleted NPL Site,61.2279,-149.8324,7/14/89,8/30/90,9/16/99,8/14/02,9/30/02
3546,"Southern Solvents, Inc.",50,Florida,Tampa,Hillsborough,NPL Site,28.040556,-82.510278,5/11/00,7/27/00,,,
3547,Parsons Casket Hardware Co.,55.58,Illinois,Belvidere,Boone,NPL Site,42.2692,-88.836,1/22/87,7/22/87,,,
3548,57th and North Broadway Streets Site,50,Kansas,Wichita Heights,Sedgwick,NPL Site,37.775,-97.316667,2/7/92,10/14/92,9/10/02,,
3549,Eielson Air Force Base,48.14,Alaska,Fairbanks North Star Borough,Fairbanks North Star,NPL Site,64.67145,-147.0492,7/14/89,11/21/89,9/30/98,,
3550,Arctic Surplus,42.24,Alaska,Fairbanks,Fairbanks North Star,Deleted NPL Site,64.8122,-147.5643,10/26/89,8/30/90,4/18/05,7/27/06,9/25/06
3551,Adak Naval Air Station,51.37,Alaska,Adak,Aleutians West,NPL Site,51.8775,-176.6525,10/14/92,5/31/94,,,
3552,Fort Richardson (USARMY),50,Alaska,Anchorage,Anchorage,NPL Site,61.258333,-149.7,6/23/93,5/31/94,9/28/06,,
3553,Salt Chuck Mine,50,Alaska,Thorne Bay,Outer Ketchikan,NPL Site,55.626442,-132.558853,9/23/09,3/4/10,,,
3554,Mowbray Engineering Co.,53.67,Alabama,Greenville,Butler,Deleted NPL Site,31.831669,-86.61305,12/30/82,9/8/83,9/16/91,8/26/93,12/30/93
3555,Perdido Ground Water Contamination,30.29,Alabama,Perdido,Baldwin,Deleted NPL Site,31.0125,-87.625,12/30/82,9/8/83,7/30/93,3/17/17,5/16/17
3556,Triana/Tennessee River,61.42,Alabama,"Limestone, Morgan","Limestone, Madison, Morgan",NPL Site,34.508888,-86.638194,12/30/82,9/8/83,12/18/91,,
3557,Ciba-Geigy Corp. (McIntosh Plant),53.42,Alabama,McIntosh,Washington,NPL Site,31.279,-87.9955,9/8/83,9/21/84,7/19/00,,
3558,Olin Corp. (McIntosh Plant),39.71,Alabama,McIntosh,Washington,NPL Site,31.263889,-87.99445,9/8/83,9/21/84,,,
3559,Stauffer Chemical Co. (LeMoyne Plant),32.34,Alabama,Axis,Mobile,NPL Site,30.969439,-88.0175,9/8/83,9/21/84,,,
3560,Stauffer Chemical Co. (Cold Creek Plant),46.77,Alabama,Bucks,Mobile,NPL Site,30.975,-88.021389,9/8/83,9/21/84,,,
3561,Alabama Army Ammunition Plant,36.83,Alabama,Childersburg,Talladega,NPL Site,33.3381,-86.3268,10/15/84,7/22/87,,,
3562,Interstate Lead Co. (ILCO),42.86,Alabama,Leeds,Jefferson,NPL Site,33.688889,-86.633333,9/18/85,6/10/86,9/30/14,,
3563,"Redwing Carriers, Inc. (Saraland)",30.83,Alabama,Saraland,Mobile,Deleted NPL Site,30.808331,-88.073061,6/24/88,2/21/90,9/3/09,8/14/15,9/28/15
3564,T.H. Agriculture & Nutrition Co. (Montgomery Plant),44.46,Alabama,Montgomery,Montgomery,NPL Site,32.3761,-86.3791,6/24/88,8/30/90,9/27/02,,
3565,Redstone Arsenal (USARMY/NASA),50,Alabama,Huntsville,Madison,NPL Site,34.646944,-86.673055,6/23/93,5/31/94,,,
3566,American Brass,55.61,Alabama,Headland,Henry,NPL Site,31.325,-85.404167,1/19/99,5/10/99,9/1/09,,
3567,Capitol City Plume,50,Alabama,Montgomery,Montgomery,Proposed NPL Site,32.382,-86.306,5/11/00,,,,
3568,"Alabama Plating Company, Inc.",30.2,Alabama,Vincent,Shelby,NPL Site,33.399722,-86.405,8/24/00,9/18/12,6/21/18,,
3569,Anniston Army Depot (Southeast Industrial Area),51.91,Alabama,Anniston,Calhoun,NPL Site,33.659439,-85.969439,7/22/87,3/13/89,,,
3570,35th Avenue,50,Alabama,Birmingham,Jefferson,Proposed NPL Site,33.557464,-86.799671,9/22/14,,,,
3571,Cecil Lindsey,35.6,Arkansas,Newport,Jackson,Deleted NPL Site,35.6349,-91.2255,12/30/82,9/8/83,3/16/89,3/28/89,9/22/89
3572,Gurley Pit,40.13,Arkansas,Edmondson,Crittenden,Deleted NPL Site,35.1209,-90.3116,12/30/82,9/8/83,9/13/94,7/28/03,11/6/03
3573,Industrial Waste Control,30.31,Arkansas,Ft. Smith,Sebastian,Deleted NPL Site,35.2402,-94.3525,12/30/82,9/8/83,6/10/92,2/5/08,4/7/08
3574,Mid-South Wood Products,45.87,Arkansas,Mena,Polk,NPL Site,34.5697,-94.2566,12/30/82,9/8/83,9/28/89,,
3575,Midland Products,30.77,Arkansas,"Birta, Ola",Yell,NPL Site,35.025,-93.203889,10/15/84,6/10/86,12/21/93,,
3576,"Vertac, Inc.",65.46,Arkansas,Jacksonville,Pulaski,NPL Site,34.878,-92.1312,12/30/82,9/8/83,8/31/98,,
3577,"Arkwood, Inc.",28.95,Arkansas,Omaha,Boone,NPL Site,36.445,-93.1964,9/18/85,3/31/89,6/28/96,,
3578,Jacksonville Municipal Landfill,29.64,Arkansas,Jacksonville,Lonoke,Deleted NPL Site,34.863331,-92.071661,1/22/87,7/22/87,9/25/95,11/9/99,3/14/00
3579,Rogers Road Municipal Landfill,29.64,Arkansas,Jacksonville,Pulaski,Deleted NPL Site,34.8627,-92.0778,1/22/87,7/22/87,9/25/95,8/12/10,10/12/10
3580,Monroe Auto Equipment Co. (Paragould Pit),46.01,Arkansas,Paragould,Greene,Deleted NPL Site,36.020831,-90.575,10/26/89,8/30/90,9/19/01,8/14/14,9/29/14
3581,Frit Industries,39.47,Arkansas,Walnut Ridge,Lawrence,Deleted NPL Site,36.105,-90.941669,12/30/82,9/8/83,,7/25/97,10/14/97
3582,South 8th Street Landfill,50.27,Arkansas,West Memphis,Crittenden,Deleted NPL Site,35.124444,-90.169444,2/7/92,10/14/92,9/19/00,7/30/04,9/28/04
3583,"Popile, Inc.",50.03,Arkansas,El Dorado,Union,NPL Site,33.1825,-92.673333,2/7/92,10/14/92,9/28/01,,
3584,Mountain Pine Pressure Treating,41.93,Arkansas,Plainview,Yell,NPL Site,34.984167,-93.302222,4/23/99,7/22/99,9/28/05,,
3585,Ouachita Nevada Wood Treater,50,Arkansas,Reader,Ouachita,NPL Site,33.759453,-93.104258,2/4/00,5/11/00,9/21/06,,
3586,Cedar Chemical Corporation,0,Arkansas,West Helena,Phillips,NPL Site,34.5206,-90.6517,3/15/12,9/18/12,,,
3587,MacMillan Ring Free Oil,50,Arkansas,Norphlet,Union,NPL Site,33.30836,-92.65688,12/12/13,5/12/14,,,
3588,Taputimu Farm,0,American Samoa,Taputimu,Tutuila,Deleted NPL Site,-14.3601,-170.772,12/30/82,9/8/83,3/7/86,12/31/85,3/7/86
3589,Indian Bend Wash Area,42.24,Arizona,Scottsdale,Maricopa,NPL Site,33.466669,-111.9083,12/30/82,9/8/83,9/28/06,,
3590,Phoenix-Goodyear Airport Area,45.91,Arizona,"Avondale, Goodyear",Maricopa,NPL Site,33.429719,-112.3653,12/30/82,9/8/83,,,
3591,Mountain View Mobile Home Estates,0,Arizona,Globe,Gila,Deleted NPL Site,33.3728,-110.7332,12/30/82,9/8/83,4/18/88,9/3/87,4/18/88
3592,Tucson International Airport Area,57.8,Arizona,Tucson,Pima,NPL Site,32.105561,-110.9333,12/30/82,9/8/83,,,
3593,Nineteenth Avenue Landfill,54.27,Arizona,Phoenix,Maricopa,Deleted NPL Site,33.416669,-112.0917,12/30/82,9/8/83,2/17/98,8/14/06,9/25/06
3594,Hassayampa Landfill,42.79,Arizona,Hassayampa,Maricopa,NPL Site,33.368331,-112.7483,6/10/86,7/22/87,9/30/97,,
3595,Luke Air Force Base,37.93,Arizona,Glendale,Maricopa,Deleted NPL Site,33.54,-112.3567,7/14/89,8/30/90,9/25/00,2/19/02,4/22/02
3596,Yuma Marine Corps Air Station,32.24,Arizona,Yuma,Yuma,NPL Site,32.654581,-114.5888,6/24/88,2/21/90,9/20/00,,
3597,Williams Air Force Base,37.93,Arizona,Chandler,Maricopa,NPL Site,33.30695,-111.6519,7/14/89,11/21/89,,,
3598,"Motorola, Inc. (52nd Street Plant)",40.83,Arizona,Phoenix,Maricopa,NPL Site,33.461669,-111.9708,6/24/88,10/4/89,,,
3599,Apache Powder Co.,39.09,Arizona,St. David,Cochise,NPL Site,31.88,-110.24,6/24/88,8/30/90,9/26/08,,
3600,Iron King Mine - Humboldt Smelter,52.69,Arizona,Dewey-Humboldt,Yavapai,NPL Site,34.5,-112.25,3/19/08,9/3/08,,,
3601,Aerojet General Corp.,54.63,California,Rancho Cordova,Sacramento,NPL Site,38.608331,-121.2,12/30/82,9/8/83,,,
3602,Celtor Chemical Works,30.31,California,Hoopa,Humboldt,Deleted NPL Site,41.1027,-123.6911,12/30/82,9/8/83,9/29/89,8/18/03,9/30/03
3603,Coast Wood Preserving,44.73,California,Ukiah,Mendocino,NPL Site,39.1125,-123.193,12/30/82,9/8/83,,,
3604,Iron Mountain Mine,56.16,California,Redding,Shasta,NPL Site,40.671669,-122.5278,12/30/82,9/8/83,,,
3605,Jibboom Junkyard,28.94,California,Sacramento,Sacramento,Deleted NPL Site,38.591669,-121.5033,12/30/82,9/8/83,3/31/88,5/24/89,9/10/91
3606,Liquid Gold Oil Corp.,43.32,California,Richmond,Contra Costa,Deleted NPL Site,37.908333,-122.325,12/30/82,9/8/83,9/27/95,4/12/96,9/11/96
3607,McColl,41.77,California,Fullerton,Orange,NPL Site,33.8953,-117.9712,12/30/82,9/8/83,6/30/98,7/30/98,
3608,MGM Brakes,34.7,California,Cloverdale,Sonoma,Deleted NPL Site,38.784,-123.0109,12/30/82,9/8/83,9/9/94,6/18/19,9/16/19
3609,"Purity Oil Sales, Inc.",43.27,California,Malaga,Fresno,NPL Site,36.6874,-119.7467,12/30/82,9/8/83,9/28/12,,
3610,Selma Treating Co.,48.83,California,Selma,Fresno,NPL Site,36.556669,-119.6017,12/30/82,9/8/83,1/26/05,,
3611,Stringfellow,0,California,Glen Avon Heights,Riverside,NPL Site,34.023056,-117.45833,12/30/82,9/8/83,,,
3612,Westinghouse Electric Corp. (Sunnyvale Plant),39.93,California,Sunnyvale,Santa Clara,NPL Site,37.3787,-122.0225,10/15/84,6/10/86,9/27/00,,
3613,"Valley Wood Preserving, Inc.",32.01,California,Turlock,Stanislaus,NPL Site,37.4727,-120.8239,6/24/88,3/31/89,8/21/08,,
3614,"Koppers Co., Inc. (Oroville Plant)",33.73,California,Oroville,Butte,NPL Site,39.470831,-121.5643,9/8/83,9/21/84,9/4/03,,
3615,McClellan Air Force Base (Ground Water Contamination),57.93,California,Sacramento,Sacramento,NPL Site,38.66,-121.3994,10/15/84,7/22/87,,,
3616,Atlas Asbestos Mine,45.55,California,Fresno County,Fresno,NPL Site,36.321669,-120.5867,9/8/83,9/21/84,9/2/99,,
3617,Coalinga Asbestos Mine,45.55,California,Coalinga,Fresno,Deleted NPL Site,36.31,-120.5283,9/8/83,9/21/84,3/14/95,11/19/97,4/24/98
3618,Del Norte Pesticide Storage,35.79,California,Crescent City,Del Norte,Deleted NPL Site,41.773331,-124.2317,9/8/83,9/21/84,6/18/92,8/8/02,9/18/02
3619,San Gabriel Valley (Area 1),42.24,California,El Monte,Los Angeles,NPL Site,34.125,-118,9/8/83,5/8/84,,,
3620,San Gabriel Valley (Area 2),42.24,California,Baldwin Park Area,Los Angeles,NPL Site,34.073611,-117.9361,9/8/83,5/8/84,,,
3621,San Gabriel Valley (Area 3),28.9,California,Alhambra,Los Angeles,NPL Site,34.1,-118.125,9/8/83,5/8/84,,,
3622,San Gabriel Valley (Area 4),28.9,California,La Puente,Los Angeles,NPL Site,34.016669,-117.9583,9/8/83,5/8/84,,,
3623,South Bay Asbestos Area,44.68,California,Alviso,Santa Clara,NPL Site,37.429861,-121.9811,10/15/84,6/10/86,9/23/98,,
3624,"Operating Industries, Inc., Landfill",57.22,California,Monterey Park,Los Angeles,NPL Site,34.033333,-118.105556,10/15/84,6/10/86,9/11/12,,
3625,San Fernando Valley (Area 1),42.24,California,Los Angeles,Los Angeles,NPL Site,34.19,-118.3514,10/15/84,6/10/86,,,
3626,San Fernando Valley (Area 2),42.24,California,"Glendale, Los Angeles",Los Angeles,NPL Site,34.163139,-118.286,10/15/84,6/10/86,,,
3627,San Fernando Valley (Area 3),42.24,California,Glendale,Los Angeles,Deleted NPL Site,34.2276,-118.4135,10/15/84,6/10/86,5/20/04,8/10/04,10/12/04
3628,San Fernando Valley (Area 4),35.57,California,Los Angeles,Los Angeles,NPL Site,34.112081,-118.2539,10/15/84,6/10/86,,,
3629,Montrose Chemical Corp.,32.1,California,Torrance,Los Angeles,NPL Site,33.848331,-118.2983,10/15/84,10/4/89,,,
3630,Sharpe Army Depot,42.24,California,Lathrop,San Joaquin,NPL Site,37.829169,-121.2672,10/15/84,7/22/87,6/27/03,,
3631,Norton Air Force Base,39.65,California,San Bernardino,San Bernardino,NPL Site,34.098061,-117.2372,10/15/84,7/22/87,5/16/06,,
3632,Castle Air Force Base (6 Areas),37.93,California,Merced,Merced,NPL Site,37.367361,-120.5636,10/15/84,7/22/87,9/21/06,,
3633,Mather Air Force Base,28.9,California,Sacramento,Sacramento,NPL Site,38.55695,-121.2972,10/15/84,7/22/87,9/29/09,,
3634,Lawrence Livermore Laboratory (USDOE),42.24,California,Livermore,Alameda,NPL Site,37.688061,-121.7047,10/15/84,7/22/87,8/10/07,,
3635,Firestone Tire & Rubber Co. (Salinas Plant),45.91,California,Salinas,Monterey,Deleted NPL Site,36.6249,-121.5901,10/15/84,7/22/87,12/24/91,2/14/05,4/21/05
3636,Beckman Instruments (Porterville Plant),34.21,California,Porterville,Tulare,NPL Site,36.049,-119.0201,10/15/84,6/10/86,9/21/93,,
3637,Louisiana-Pacific Corp.,33.73,California,Oroville,Butte,Deleted NPL Site,39.4743,-121.5703,10/15/84,6/10/86,10/1/95,8/27/96,11/21/96
3638,T.H. Agriculture & Nutrition Co.,42.24,California,Fresno,Fresno,Deleted NPL Site,36.764728,-119.660501,10/15/84,6/10/86,6/24/04,7/11/06,8/21/06
3639,"Advanced Micro Devices, Inc.",37.93,California,Sunnyvale,Santa Clara,NPL Site,37.3825,-122.0086,10/15/84,6/10/86,9/17/93,,
3640,Applied Materials,31.94,California,Santa Clara,Santa Clara,NPL Site,37.3777,-121.9777,10/15/84,7/22/87,9/27/93,,
3641,Intel Magnetics,31.94,California,Santa Clara,Santa Clara,NPL Site,37.3756,-121.9801,10/15/84,6/10/86,8/19/92,,
3642,Intel Corp. (Santa Clara III),31.94,California,Santa Clara,Santa Clara,Deleted NPL Site,37.3737,-121.9717,10/15/84,6/10/86,8/18/92,7/31/19,9/24/19
3643,Monolithic Memories,35.57,California,Sunnyvale,Santa Clara,NPL Site,37.3816,-121.9968,10/15/84,7/22/87,8/22/94,,
3644,National Semiconductor Corp.,35.57,California,Santa Clara,Santa Clara,NPL Site,37.375281,-121.9989,10/15/84,7/22/87,10/16/97,,
3645,"United Metals, Inc.",33.73,Florida,Marianna,Jackson,NPL Site,30.685833,-85.168056,9/5/02,4/30/03,9/14/11,,
3646,"City Industries, Inc.",32,Florida,Orlando,Orange,NPL Site,28.601389,-81.3,6/24/88,10/4/89,3/2/94,,
3647,Flash Cleaners,50,Florida,Pompano Beach,Broward,NPL Site,26.2824,-80.0969,3/19/08,9/3/08,9/19/11,,
3648,Arkla Terra Property,50,Florida,Thonotosassa,Hillsborough,NPL Site,28.057778,-82.3175,9/3/08,4/9/09,,,
3649,Raleigh Street Dump,50,Florida,Tampa,Hillsborough,NPL Site,27.914417,-82.410861,9/3/08,4/9/09,8/12/14,,
3650,General Dynamics Longwood,50,Florida,Longwood,Seminole,NPL Site,28.71662,-81.32122,4/9/09,9/29/10,,,
3651,JJ Seifert Machine,50,Florida,Ruskin,Hillsborough,NPL Site,27.678611,-82.477778,9/23/09,3/4/10,6/14/16,,
3652,Kerr-McGee Chemical Corp - Jacksonville,70.71,Florida,Jacksonville,Duval,NPL Site,30.3442,-81.6265,9/23/09,3/4/10,,,
3653,Sanford Dry Cleaners,50,Florida,Sanford,Seminole,NPL Site,28.811217,-81.265606,3/4/10,9/29/10,5/20/15,,
3654,Continental Cleaners,50,Florida,Miami,Miami-Dade,NPL Site,25.831842,-80.210178,9/16/11,3/15/12,,,
3655,Fairfax St. Wood Treaters,50,Florida,Jacksonville,Duval,NPL Site,30.354092,-81.686394,3/15/12,9/18/12,4/1/20,,
3656,Post and Lumber Preserving Co. Inc.,36.33,Florida,Quincy,Gadsden,NPL Site,30.592472,-84.510081,9/9/16,8/3/17,,,
3657,PCB Wastes,0,Federated States of Micronesia,Palikir,Pohnpei,Deleted NPL Site,7.416667,151.783722,12/30/82,9/8/83,3/7/86,12/31/85,3/7/86
3658,Hercules 009 Landfill,52.58,Georgia,Brunswick,Glynn,NPL Site,31.2049,-81.4858,9/8/83,9/21/84,9/24/99,,
3659,Monsanto Corp. (Augusta Plant),35.65,Georgia,Augusta,Richmond,Deleted NPL Site,33.38945,-81.993061,9/8/83,9/21/84,5/5/93,10/6/97,3/9/98
3660,Powersville Site,35.53,Georgia,Peach County,Peach,Deleted NPL Site,32.6125,-83.794439,9/8/83,9/21/84,6/30/93,8/31/10,11/1/10
3661,Robins Air Force Base (Landfill #4/Sludge Lagoon),51.66,Georgia,Houston County,Houston,NPL Site,32.619983,-83.582075,10/15/84,7/22/87,9/30/04,,
3662,"Woolfolk Chemical Works, Inc.",42.24,Georgia,Fort Valley,Peach,NPL Site,32.549581,-83.884161,6/24/88,8/30/90,,,
3663,"Luminous Processes, Inc.",0,Georgia,Athens,Clarke,Deleted NPL Site,33.940281,-83.47195,10/23/81,,12/30/82,,12/30/82
3664,Mathis Brothers Landfill (South Marble Top Road),30.78,Georgia,Kensington,Walker,NPL Site,34.797781,-85.377781,1/22/87,3/31/89,9/28/98,,
3665,Diamond Shamrock Corp. Landfill,35.6,Georgia,Cedartown,Polk,NPL Site,34.0207,-85.2717,1/22/87,8/30/90,9/29/95,,
3666,Cedartown Municipal Landfill,33.62,Georgia,Cedartown,Polk,Deleted NPL Site,34.015969,-85.282639,6/24/88,3/31/89,8/16/96,11/23/98,3/10/99
3667,"Cedartown Industries, Inc.",42,Georgia,Cedartown,Polk,Deleted NPL Site,34.0082,-85.2636,6/24/88,2/21/90,5/8/97,5/26/06,9/19/06
3668,T.H. Agriculture & Nutrition Co. (Albany Plant),40.93,Georgia,Albany,Dougherty,NPL Site,31.617361,-84.181661,6/24/88,3/31/89,,,
3669,Marzone Inc./Chevron Chemical Co.,30.26,Georgia,Tifton,Tift,NPL Site,31.4289,-83.5017,6/24/88,10/4/89,,,
3670,Firestone Tire & Rubber Co. (Albany Plant),30.08,Georgia,Albany,Dougherty,NPL Site,31.565831,-84.053889,6/24/88,10/4/89,9/28/98,,
3671,Marine Corps Logistics Base,44.65,Georgia,Albany,Dougherty,NPL Site,31.557219,-84.055,7/14/89,11/21/89,9/28/11,,
3672,LCP Chemicals Georgia,0,Georgia,Brunswick,Glynn,NPL Site,31.189444,-81.508333,10/2/95,6/17/96,,,
3673,Brunswick Wood Preserving,54.49,Georgia,Brunswick,Glynn,NPL Site,31.242222,-81.528056,12/23/96,4/1/97,9/27/12,,
3674,Terry Creek Dredge Spoil Areas/Hercules Outfall,50.18,Georgia,Brunswick,Glynn,Proposed NPL Site,31.166111,-81.466667,4/1/97,,,,
